transaction_id,date,district,asset_type,transaction_value_aed,size_sqm,price_per_sqm,buyer_type
TXN-01355,2023-07-13,Al Reem Island,land,18758000,4395,4268,individual
TXN-02566,2023-07-13,Al Reef,apartment,1057000,188,5622,fund
TXN-03245,2023-07-13,Al Maqta,apartment,1081000,124,8716,corporate
TXN-03589,2023-07-13,Al Bateen,land,137952000,22817,6046,corporate
TXN-03698,2023-07-13,Al Ghadeer,villa,2513000,313,8029,corporate
TXN-03967,2023-07-13,Mussafah,office,3079000,401,7678,developer
TXN-04088,2023-07-13,Al Ghadeer,townhouse,3318000,356,9319,individual
TXN-02564,2023-07-14,Mussafah,office,12615000,1448,8712,developer
TXN-00852,2023-07-15,Al Shamkha,office,9106000,1056,8623,corporate
TXN-01832,2023-07-15,Al Shamkha,townhouse,1723000,210,8207,individual
TXN-01842,2023-07-15,Al Bateen,apartment,1473000,80,18418,corporate
TXN-03523,2023-07-15,Corniche,villa,9907000,666,14875,individual
TXN-04358,2023-07-15,Al Reef,townhouse,2589000,316,8193,individual
TXN-00229,2023-07-16,Mohammed Bin Zayed City,apartment,1560000,147,10610,individual
TXN-00565,2023-07-16,Al Bahia,villa,6112000,563,10857,individual
TXN-04518,2023-07-16,Mussafah,land,47802000,20507,2331,individual
TXN-03181,2023-07-17,Yas Island,apartment,2143000,149,14380,corporate
TXN-04132,2023-07-17,Al Raha Beach,office,4217000,249,16934,fund
TXN-04650,2023-07-17,Danet Abu Dhabi,land,36105000,8152,4429,individual
TXN-01107,2023-07-18,Saadiyat Island,land,60508000,6502,9306,individual
TXN-04469,2023-07-18,Al Maryah Island,retail,27713000,858,32299,corporate
TXN-04782,2023-07-18,Yas Island,retail,6207000,471,13178,fund
TXN-00710,2023-07-19,Danet Abu Dhabi,townhouse,3574000,318,11240,fund
TXN-01724,2023-07-19,Mohammed Bin Zayed City,apartment,1200000,136,8827,individual
TXN-03221,2023-07-20,Mussafah,retail,4376000,607,7209,individual
TXN-03278,2023-07-21,Al Khalidiyah,office,24465000,1290,18965,individual
TXN-03949,2023-07-22,Corniche,villa,12624000,671,18814,corporate
TXN-04759,2023-07-22,Al Maryah Island,villa,8260000,314,26305,individual
TXN-00153,2023-07-23,Khalifa City,apartment,765000,83,9211,developer
TXN-01006,2023-07-23,Danet Abu Dhabi,apartment,1237000,128,9664,developer
TXN-01224,2023-07-23,Al Maryah Island,villa,8709000,387,22504,corporate
TXN-03535,2023-07-23,Al Raha Beach,retail,7176000,388,18494,fund
TXN-04337,2023-07-23,Danet Abu Dhabi,office,3208000,215,14920,developer
TXN-04480,2023-07-23,Masdar City,villa,10394000,653,15918,corporate
TXN-00292,2023-07-24,Al Khalidiyah,land,25254000,5632,4484,corporate
TXN-00759,2023-07-24,Mussafah,land,39131000,18795,2082,individual
TXN-02867,2023-07-24,Al Shamkha,townhouse,1779000,258,6894,fund
TXN-03294,2023-07-24,Al Reef,office,4613000,607,7600,individual
TXN-01693,2023-07-25,Masdar City,apartment,1125000,103,10918,individual
TXN-02916,2023-07-25,Zayed City,office,1851000,160,11567,individual
TXN-03966,2023-07-25,Al Bateen,townhouse,3214000,185,17371,corporate
TXN-04937,2023-07-25,Mussafah,retail,3232000,431,7499,fund
TXN-02781,2023-07-26,Al Zahiyah,apartment,1393000,113,12326,individual
TXN-03205,2023-07-26,Danet Abu Dhabi,office,4564000,330,13829,fund
TXN-04375,2023-07-26,Al Raha Beach,hotel,50066000,5114,9790,individual
TXN-02961,2023-07-27,Al Reem Island,office,11308000,759,14898,fund
TXN-04611,2023-07-27,Al Zahiyah,villa,6373000,477,13360,corporate
TXN-00012,2023-07-28,Al Raha Beach,apartment,2203000,127,17343,developer
TXN-02648,2023-07-28,Al Bateen,villa,5924000,269,22023,individual
TXN-03169,2023-07-28,Saadiyat Island,villa,12293000,560,21952,individual
TXN-00554,2023-07-29,Corniche,warehouse,17890000,3787,4724,individual
TXN-00573,2023-07-29,Corniche,apartment,2224000,169,13158,corporate
TXN-03520,2023-07-29,Saadiyat Island,apartment,1477000,87,16976,developer
TXN-00192,2023-07-30,Yas Island,land,85022000,16806,5059,individual
TXN-00472,2023-07-30,Al Bahia,hotel,41223000,11419,3610,corporate
TXN-00727,2023-07-30,Al Maqta,villa,4478000,449,9974,developer
TXN-01521,2023-07-30,Al Bateen,apartment,1470000,95,15474,developer
TXN-03138,2023-07-30,Al Maryah Island,apartment,5783000,245,23603,corporate
TXN-03179,2023-07-30,Al Reef,office,6277000,828,7581,corporate
TXN-03780,2023-07-30,Al Maqta,villa,4747000,426,11143,fund
TXN-00023,2023-07-31,Yas Island,apartment,1872000,162,11554,individual
TXN-01287,2023-07-31,Masdar City,office,7063000,539,13104,individual
TXN-03338,2023-07-31,Al Shamkha,apartment,759000,158,4804,corporate
TXN-00421,2023-08-01,Al Zahiyah,apartment,1674000,162,10331,corporate
TXN-02227,2023-08-01,Zayed City,apartment,2073000,214,9686,corporate
TXN-02001,2023-08-02,Zayed City,villa,7957000,664,11983,fund
TXN-04183,2023-08-02,Al Shamkha,apartment,1435000,193,7436,corporate
TXN-02070,2023-08-03,Al Reef,land,35835000,15662,2288,fund
TXN-02876,2023-08-03,Al Bahia,townhouse,2228000,291,7657,fund
TXN-04006,2023-08-03,Al Ghadeer,townhouse,2618000,359,7292,individual
TXN-04292,2023-08-04,Al Maqta,retail,3965000,395,10037,corporate
TXN-01083,2023-08-05,Danet Abu Dhabi,land,40233000,10912,3687,corporate
TXN-03133,2023-08-05,Al Khalidiyah,villa,5820000,363,16033,corporate
TXN-03308,2023-08-05,Mohammed Bin Zayed City,retail,4131000,372,11104,fund
TXN-03322,2023-08-05,Masdar City,apartment,1700000,157,10825,developer
TXN-03707,2023-08-05,Al Bahia,villa,5028000,561,8963,individual
TXN-00071,2023-08-06,Al Bateen,apartment,1964000,118,16646,fund
TXN-01966,2023-08-07,Saadiyat Island,villa,6492000,288,22542,fund
TXN-03411,2023-08-07,Corniche,apartment,2340000,167,14014,developer
TXN-04369,2023-08-07,Yas Island,apartment,1265000,98,12907,individual
TXN-02038,2023-08-08,Al Reef,apartment,687000,111,6185,fund
TXN-02775,2023-08-08,Al Bahia,office,12910000,1426,9053,corporate
TXN-03177,2023-08-08,Al Khalidiyah,apartment,926000,63,14693,individual
TXN-03993,2023-08-08,Al Maqta,apartment,808000,120,6731,developer
TXN-04201,2023-08-08,Al Maryah Island,apartment,3789000,182,20816,fund
TXN-00777,2023-08-09,Yas Island,villa,6555000,397,16511,developer
TXN-01045,2023-08-09,Mohammed Bin Zayed City,retail,6340000,548,11570,individual
TXN-02362,2023-08-09,Al Bateen,apartment,1904000,89,21390,individual
TXN-02850,2023-08-09,Al Zahiyah,retail,3285000,230,14282,developer
TXN-03427,2023-08-09,Al Ghadeer,apartment,910000,142,6409,individual
TXN-04179,2023-08-09,Zayed City,townhouse,2972000,360,8256,developer
TXN-04217,2023-08-09,Al Bateen,townhouse,5082000,297,17111,individual
TXN-01032,2023-08-10,Al Ghadeer,retail,805000,99,8130,individual
TXN-04900,2023-08-10,Al Maryah Island,apartment,4692000,191,24568,individual
TXN-00170,2023-08-11,Corniche,office,5810000,287,20243,fund
TXN-00988,2023-08-11,Saadiyat Island,warehouse,11021000,2077,5306,fund
TXN-04271,2023-08-11,Corniche,apartment,2397000,179,13390,corporate
TXN-01894,2023-08-12,Zayed City,apartment,1610000,167,9639,corporate
TXN-04124,2023-08-12,Al Khalidiyah,townhouse,4733000,283,16725,corporate
TXN-00146,2023-08-13,Yas Island,villa,9382000,540,17375,developer
TXN-00506,2023-08-13,Al Zahiyah,office,1977000,153,12924,corporate
TXN-02466,2023-08-13,Al Khalidiyah,villa,6466000,262,24679,fund
TXN-02900,2023-08-13,Al Maqta,villa,5477000,529,10353,individual
TXN-04216,2023-08-13,Mussafah,land,58463000,26867,2176,developer
TXN-04755,2023-08-13,Danet Abu Dhabi,townhouse,3605000,270,13351,developer
TXN-03785,2023-08-14,Mohammed Bin Zayed City,villa,5623000,566,9934,fund
TXN-04733,2023-08-14,Al Bahia,apartment,1718000,148,11605,corporate
TXN-04967,2023-08-14,Khalifa City,land,54898000,13728,3999,corporate
TXN-02987,2023-08-15,Zayed City,retail,1205000,99,12173,individual
TXN-03266,2023-08-15,Al Maryah Island,retail,25117000,726,34596,individual
TXN-04222,2023-08-15,Corniche,apartment,2673000,154,17358,corporate
TXN-01528,2023-08-16,Al Zahiyah,apartment,2172000,216,10056,developer
TXN-02831,2023-08-16,Al Bahia,office,3967000,434,9140,individual
TXN-03364,2023-08-16,Al Reem Island,land,41645000,7605,5476,individual
TXN-02180,2023-08-17,Al Reem Island,apartment,2231000,135,16523,individual
TXN-01965,2023-08-18,Yas Island,retail,10935000,586,18660,developer
TXN-03754,2023-08-18,Saadiyat Island,townhouse,6197000,250,24787,individual
TXN-00575,2023-08-19,Mussafah,warehouse,5879000,4323,1360,individual
TXN-01346,2023-08-19,Mohammed Bin Zayed City,apartment,894000,95,9408,individual
TXN-00173,2023-08-20,Al Zahiyah,office,4955000,318,15583,individual
TXN-00741,2023-08-20,Yas Island,villa,9168000,606,15128,corporate
TXN-02536,2023-08-20,Masdar City,apartment,3375000,202,16706,corporate
TXN-03240,2023-08-20,Al Reef,office,3411000,511,6676,individual
TXN-03257,2023-08-20,Al Reem Island,land,38079000,6969,5464,developer
TXN-01195,2023-08-21,Al Reef,apartment,700000,84,8335,corporate
TXN-02073,2023-08-21,Mussafah,villa,3195000,313,10208,individual
TXN-01004,2023-08-22,Al Reem Island,apartment,2850000,203,14038,individual
TXN-02453,2023-08-23,Mohammed Bin Zayed City,townhouse,2090000,287,7282,corporate
TXN-00791,2023-08-24,Al Khalidiyah,retail,10787000,645,16724,corporate
TXN-01256,2023-08-24,Corniche,apartment,2569000,187,13738,fund
TXN-02399,2023-08-24,Masdar City,land,68253000,14716,4638,corporate
TXN-02731,2023-08-24,Yas Island,apartment,2652000,185,14334,fund
TXN-02892,2023-08-24,Corniche,apartment,1511000,94,16078,individual
TXN-03859,2023-08-24,Al Bahia,townhouse,1716000,190,9034,individual
TXN-04366,2023-08-24,Al Zahiyah,villa,7329000,541,13548,developer
TXN-04962,2023-08-24,Al Maryah Island,retail,20271000,813,24933,corporate
TXN-01650,2023-08-25,Mohammed Bin Zayed City,apartment,1282000,139,9224,individual
TXN-03042,2023-08-25,Saadiyat Island,retail,2034000,94,21635,corporate
TXN-04123,2023-08-25,Al Zahiyah,office,13826000,1146,12065,corporate
TXN-00815,2023-08-26,Al Maqta,townhouse,2758000,306,9012,developer
TXN-01720,2023-08-26,Al Zahiyah,land,134175000,25704,5220,individual
TXN-03008,2023-08-26,Al Maryah Island,villa,11323000,343,33011,individual
TXN-04512,2023-08-26,Al Reef,retail,688000,73,9430,developer
TXN-00212,2023-08-27,Al Reem Island,land,86310000,23790,3628,corporate
TXN-00570,2023-08-27,Al Zahiyah,townhouse,4187000,334,12537,corporate
TXN-00986,2023-08-27,Al Shamkha,villa,2552000,267,9558,corporate
TXN-01822,2023-08-27,Al Bahia,land,29787000,8639,3448,individual
TXN-02416,2023-08-27,Al Reef,apartment,574000,78,7365,corporate
TXN-02099,2023-08-28,Al Zahiyah,apartment,1857000,138,13457,individual
TXN-02758,2023-08-28,Al Zahiyah,villa,8127000,660,12314,corporate
TXN-04194,2023-08-28,Al Ghadeer,townhouse,1668000,272,6131,individual
TXN-00445,2023-08-29,Mohammed Bin Zayed City,villa,4187000,314,13335,developer
TXN-00959,2023-08-30,Al Maryah Island,townhouse,9769000,298,32783,developer
TXN-02269,2023-08-30,Yas Island,apartment,1886000,120,15719,individual
TXN-03976,2023-08-30,Danet Abu Dhabi,apartment,912000,98,9306,fund
TXN-00148,2023-08-31,Al Raha Beach,office,8133000,499,16299,corporate
TXN-01005,2023-08-31,Al Bahia,apartment,1626000,191,8515,individual
TXN-01984,2023-08-31,Khalifa City,apartment,1729000,152,11373,individual
TXN-02056,2023-08-31,Al Bateen,townhouse,3716000,199,18673,individual
TXN-02975,2023-08-31,Al Raha Beach,retail,10797000,795,13581,developer
TXN-04721,2023-08-31,Khalifa City,villa,4169000,394,10581,corporate
TXN-02350,2023-09-01,Al Reem Island,retail,9372000,695,13485,corporate
TXN-03260,2023-09-01,Al Raha Beach,land,113246000,19408,5835,individual
TXN-04134,2023-09-01,Al Ghadeer,townhouse,1151000,208,5534,individual
TXN-04425,2023-09-01,Masdar City,apartment,2887000,181,15951,corporate
TXN-04614,2023-09-01,Al Maqta,retail,3139000,322,9748,individual
TXN-00449,2023-09-02,Al Reef,apartment,489000,81,6042,individual
TXN-01536,2023-09-02,Zayed City,townhouse,2624000,224,11714,developer
TXN-02526,2023-09-02,Al Raha Beach,hotel,84549000,7211,11725,individual
TXN-02934,2023-09-02,Al Maryah Island,land,239233000,27734,8626,developer
TXN-03041,2023-09-02,Al Raha Beach,land,92720000,15978,5803,individual
TXN-03906,2023-09-02,Saadiyat Island,land,138520000,23129,5989,individual
TXN-04815,2023-09-03,Al Bahia,apartment,1472000,156,9439,corporate
TXN-01270,2023-09-04,Mussafah,hotel,36609000,10368,3531,individual
TXN-01713,2023-09-04,Al Maryah Island,apartment,5344000,248,21550,corporate
TXN-02495,2023-09-04,Saadiyat Island,apartment,4135000,260,15902,individual
TXN-03549,2023-09-04,Mussafah,townhouse,1808000,292,6193,corporate
TXN-04845,2023-09-04,Saadiyat Island,villa,6879000,369,18642,fund
TXN-04940,2023-09-04,Al Bahia,office,13687000,1410,9707,individual
TXN-00368,2023-09-05,Al Zahiyah,office,7434000,532,13973,individual
TXN-01593,2023-09-05,Al Bateen,land,116252000,21210,5481,individual
TXN-04948,2023-09-05,Danet Abu Dhabi,apartment,1117000,74,15090,individual
TXN-00296,2023-09-06,Al Reef,villa,6667000,647,10304,corporate
TXN-01161,2023-09-06,Al Raha Beach,villa,8376000,485,17271,corporate
TXN-01449,2023-09-06,Al Raha Beach,apartment,3060000,187,16361,fund
TXN-00600,2023-09-07,Al Reef,apartment,1909000,243,7858,individual
TXN-02035,2023-09-07,Khalifa City,townhouse,3010000,304,9902,developer
TXN-03603,2023-09-07,Al Khalidiyah,apartment,3993000,239,16706,individual
TXN-01183,2023-09-08,Zayed City,apartment,740000,85,8705,corporate
TXN-02851,2023-09-08,Yas Island,villa,5510000,397,13880,developer
TXN-02868,2023-09-08,Saadiyat Island,villa,5815000,257,22626,fund
TXN-00584,2023-09-09,Mussafah,apartment,998000,208,4798,individual
TXN-00876,2023-09-09,Al Bahia,warehouse,4865000,2793,1742,corporate
TXN-02514,2023-09-09,Danet Abu Dhabi,townhouse,5210000,356,14635,individual
TXN-02715,2023-09-09,Al Maqta,retail,6893000,710,9708,individual
TXN-03862,2023-09-09,Al Khalidiyah,townhouse,3203000,206,15547,developer
TXN-04729,2023-09-09,Mohammed Bin Zayed City,apartment,1743000,153,11394,individual
TXN-02247,2023-09-10,Masdar City,apartment,1997000,163,12251,developer
TXN-03074,2023-09-10,Al Shamkha,office,6404000,679,9431,individual
TXN-03238,2023-09-10,Zayed City,office,12701000,1440,8820,corporate
TXN-03671,2023-09-10,Khalifa City,apartment,2306000,171,13488,individual
TXN-00376,2023-09-11,Al Bateen,apartment,1955000,133,14701,corporate
TXN-03417,2023-09-11,Al Ghadeer,villa,4962000,600,8270,developer
TXN-03854,2023-09-11,Masdar City,villa,6904000,524,13176,individual
TXN-04643,2023-09-11,Masdar City,land,84802000,17887,4741,developer
TXN-04686,2023-09-11,Danet Abu Dhabi,land,70161000,13410,5232,corporate
TXN-00327,2023-09-12,Danet Abu Dhabi,warehouse,16324000,4442,3675,fund
TXN-02807,2023-09-12,Al Reem Island,villa,8132000,588,13830,individual
TXN-04538,2023-09-12,Al Ghadeer,townhouse,1484000,221,6716,developer
TXN-04757,2023-09-12,Al Ghadeer,apartment,1179000,232,5080,individual
TXN-04760,2023-09-12,Danet Abu Dhabi,townhouse,3675000,299,12291,individual
TXN-04890,2023-09-12,Mussafah,townhouse,2735000,301,9085,developer
TXN-00788,2023-09-13,Mohammed Bin Zayed City,villa,4159000,393,10583,corporate
TXN-02822,2023-09-13,Al Zahiyah,land,27362000,6230,4392,individual
TXN-01217,2023-09-14,Saadiyat Island,apartment,1553000,95,16348,individual
TXN-04891,2023-09-14,Al Zahiyah,apartment,983000,73,13464,individual
TXN-04932,2023-09-14,Al Bateen,villa,9121000,456,20002,fund
TXN-01291,2023-09-15,Al Raha Beach,villa,8280000,500,16559,individual
TXN-01416,2023-09-15,Yas Island,apartment,1286000,80,16070,fund
TXN-01689,2023-09-15,Al Ghadeer,office,4982000,589,8459,individual
TXN-02208,2023-09-15,Al Khalidiyah,apartment,1208000,94,12848,individual
TXN-01477,2023-09-16,Al Maqta,apartment,700000,85,8235,individual
TXN-01834,2023-09-16,Al Khalidiyah,villa,7181000,480,14961,developer
TXN-03502,2023-09-16,Khalifa City,villa,5767000,538,10720,developer
TXN-00324,2023-09-17,Al Reem Island,apartment,1799000,100,17991,fund
TXN-00947,2023-09-18,Al Raha Beach,villa,7794000,437,17836,individual
TXN-01361,2023-09-18,Al Maryah Island,apartment,6363000,195,32631,corporate
TXN-01445,2023-09-18,Saadiyat Island,apartment,1053000,61,17258,individual
TXN-02501,2023-09-18,Khalifa City,townhouse,2372000,266,8918,corporate
TXN-04926,2023-09-18,Khalifa City,hotel,37634000,6036,6235,individual
TXN-00434,2023-09-19,Zayed City,villa,6194000,595,10410,individual
TXN-02178,2023-09-19,Zayed City,hotel,72486000,11771,6158,corporate
TXN-03332,2023-09-19,Mussafah,villa,2116000,322,6571,corporate
TXN-03439,2023-09-19,Al Maqta,land,35058000,12767,2746,individual
TXN-04145,2023-09-19,Al Shamkha,retail,2474000,301,8220,fund
TXN-00394,2023-09-20,Al Bahia,hotel,31393000,6064,5177,developer
TXN-00769,2023-09-20,Al Zahiyah,warehouse,12164000,3720,3270,corporate
TXN-04541,2023-09-20,Masdar City,office,16686000,1280,13036,individual
TXN-03833,2023-09-21,Al Reef,land,15686000,6010,2610,developer
TXN-00132,2023-09-22,Corniche,apartment,3357000,212,15836,individual
TXN-00319,2023-09-22,Masdar City,apartment,3566000,257,13876,developer
TXN-01770,2023-09-22,Al Reem Island,villa,6451000,447,14432,developer
TXN-03569,2023-09-22,Al Bahia,warehouse,10290000,4635,2220,individual
TXN-04592,2023-09-22,Saadiyat Island,hotel,59091000,4419,13372,fund
TXN-02197,2023-09-23,Mussafah,villa,3944000,462,8536,individual
TXN-03349,2023-09-23,Al Zahiyah,villa,6341000,447,14186,developer
TXN-03471,2023-09-23,Al Bateen,apartment,2192000,139,15770,individual
TXN-03647,2023-09-23,Mohammed Bin Zayed City,townhouse,2636000,259,10178,corporate
TXN-02389,2023-09-24,Al Zahiyah,hotel,82354000,10085,8166,individual
TXN-02592,2023-09-24,Al Bahia,apartment,1172000,162,7237,developer
TXN-00254,2023-09-25,Yas Island,land,119765000,22961,5216,individual
TXN-01929,2023-09-25,Yas Island,land,107748000,18281,5894,individual
TXN-02364,2023-09-25,Al Maqta,townhouse,1736000,189,9184,individual
TXN-00733,2023-09-26,Al Bahia,land,78968000,26349,2997,developer
TXN-01325,2023-09-26,Mussafah,land,12333000,6257,1971,individual
TXN-00050,2023-09-27,Al Raha Beach,apartment,2191000,104,21072,corporate
TXN-00513,2023-09-27,Danet Abu Dhabi,land,22722000,5250,4328,developer
TXN-00960,2023-09-27,Mussafah,office,4989000,748,6670,developer
TXN-01621,2023-09-27,Al Maryah Island,retail,13103000,321,40820,corporate
TXN-03517,2023-09-27,Al Maryah Island,hotel,107379000,9883,10865,individual
TXN-04765,2023-09-27,Yas Island,apartment,2955000,174,16980,individual
TXN-00913,2023-09-28,Yas Island,apartment,2612000,201,12993,corporate
TXN-02728,2023-09-28,Al Bateen,apartment,3334000,199,16755,individual
TXN-02957,2023-09-28,Al Reef,townhouse,1752000,252,6951,individual
TXN-04211,2023-09-28,Al Shamkha,apartment,1543000,192,8035,corporate
TXN-04464,2023-09-28,Mussafah,townhouse,1972000,272,7250,fund
TXN-00307,2023-09-29,Al Reem Island,retail,7137000,457,15617,corporate
TXN-01003,2023-09-29,Al Raha Beach,villa,10977000,664,16532,developer
TXN-01271,2023-09-29,Danet Abu Dhabi,apartment,3068000,220,13944,fund
TXN-01942,2023-09-29,Mohammed Bin Zayed City,land,85799000,24655,3480,individual
TXN-00659,2023-09-30,Al Ghadeer,apartment,1162000,206,5643,corporate
TXN-01696,2023-09-30,Khalifa City,apartment,1784000,167,10682,corporate
TXN-02451,2023-09-30,Al Zahiyah,retail,10387000,774,13420,fund
TXN-00246,2023-10-01,Al Khalidiyah,retail,3148000,196,16063,individual
TXN-00893,2023-10-01,Mohammed Bin Zayed City,villa,6375000,478,13337,corporate
TXN-01211,2023-10-01,Corniche,warehouse,8668000,1886,4596,corporate
TXN-01420,2023-10-01,Al Maqta,office,16322000,1232,13248,corporate
TXN-02661,2023-10-01,Al Khalidiyah,villa,9822000,522,18816,developer
TXN-00076,2023-10-02,Al Reem Island,office,7196000,714,10078,fund
TXN-00785,2023-10-02,Al Khalidiyah,land,29355000,6646,4417,corporate
TXN-01114,2023-10-02,Al Shamkha,land,42183000,16510,2555,corporate
TXN-04255,2023-10-02,Al Raha Beach,hotel,83576000,8911,9379,corporate
TXN-00316,2023-10-03,Al Maqta,villa,4844000,520,9315,individual
TXN-00509,2023-10-03,Zayed City,apartment,1359000,150,9060,corporate
TXN-02762,2023-10-03,Al Bahia,retail,6348000,653,9721,corporate
TXN-03816,2023-10-03,Mohammed Bin Zayed City,villa,4448000,401,11093,developer
TXN-00577,2023-10-04,Masdar City,land,85544000,14598,5860,developer
TXN-02148,2023-10-04,Al Zahiyah,land,112424000,29133,3859,fund
TXN-02192,2023-10-04,Al Raha Beach,warehouse,14722000,3469,4244,developer
TXN-04589,2023-10-04,Mohammed Bin Zayed City,hotel,34109000,5538,6159,individual
TXN-04623,2023-10-04,Al Maryah Island,villa,15393000,543,28348,developer
TXN-04784,2023-10-04,Mussafah,apartment,834000,156,5348,fund
TXN-04822,2023-10-04,Masdar City,villa,6478000,578,11207,fund
TXN-02291,2023-10-06,Zayed City,apartment,2296000,250,9184,individual
TXN-03690,2023-10-06,Al Khalidiyah,apartment,2356000,241,9777,individual
TXN-04741,2023-10-06,Al Ghadeer,office,1790000,252,7103,fund
TXN-04896,2023-10-06,Al Reef,land,36675000,13183,2782,corporate
TXN-00882,2023-10-07,Mohammed Bin Zayed City,land,74562000,19148,3894,corporate
TXN-01712,2023-10-07,Al Reef,land,31905000,10994,2902,individual
TXN-04282,2023-10-07,Al Zahiyah,warehouse,13888000,5233,2654,individual
TXN-00720,2023-10-08,Al Zahiyah,office,5254000,502,10466,individual
TXN-01216,2023-10-08,Al Raha Beach,land,44147000,7609,5802,individual
TXN-02229,2023-10-08,Saadiyat Island,land,123082000,16064,7662,corporate
TXN-02279,2023-10-08,Al Raha Beach,retail,12571000,700,17959,corporate
TXN-02933,2023-10-08,Saadiyat Island,apartment,3221000,164,19639,individual
TXN-00694,2023-10-09,Saadiyat Island,townhouse,6537000,289,22620,developer
TXN-01081,2023-10-09,Masdar City,office,10997000,683,16101,developer
TXN-01120,2023-10-09,Al Bahia,retail,4865000,493,9869,individual
TXN-03664,2023-10-09,Danet Abu Dhabi,townhouse,3930000,237,16582,individual
TXN-03933,2023-10-09,Al Raha Beach,land,108178000,23558,4592,corporate
TXN-04419,2023-10-09,Al Khalidiyah,townhouse,3543000,275,12882,developer
TXN-00560,2023-10-10,Corniche,apartment,2774000,154,18015,developer
TXN-00786,2023-10-10,Saadiyat Island,townhouse,7017000,334,21008,individual
TXN-03769,2023-10-10,Al Maqta,villa,5984000,548,10920,fund
TXN-03808,2023-10-10,Al Ghadeer,apartment,824000,167,4932,corporate
TXN-04301,2023-10-10,Al Reem Island,land,78575000,13713,5730,corporate
TXN-00549,2023-10-11,Zayed City,apartment,1248000,104,11996,corporate
TXN-02277,2023-10-11,Al Raha Beach,villa,10192000,660,15443,developer
TXN-03583,2023-10-11,Al Bateen,villa,8528000,462,18458,corporate
TXN-01212,2023-10-12,Corniche,apartment,2590000,170,15235,fund
TXN-01774,2023-10-12,Al Reef,retail,7064000,704,10034,individual
TXN-04601,2023-10-12,Al Maryah Island,apartment,3149000,205,15361,fund
TXN-00687,2023-10-13,Yas Island,office,4813000,305,15780,individual
TXN-01023,2023-10-13,Yas Island,townhouse,4718000,285,16553,individual
TXN-01282,2023-10-13,Saadiyat Island,retail,9753000,412,23672,developer
TXN-02348,2023-10-13,Yas Island,hotel,40328000,4143,9734,individual
TXN-02944,2023-10-13,Yas Island,hotel,133354000,11741,11358,fund
TXN-04178,2023-10-13,Corniche,apartment,1454000,80,18179,individual
TXN-01132,2023-10-14,Al Maryah Island,villa,10773000,387,27836,fund
TXN-01228,2023-10-14,Saadiyat Island,land,113722000,18357,6195,developer
TXN-02913,2023-10-14,Al Khalidiyah,apartment,1923000,151,12736,corporate
TXN-03092,2023-10-14,Al Bateen,apartment,2357000,162,14547,individual
TXN-00272,2023-10-15,Corniche,villa,11607000,613,18935,corporate
TXN-00699,2023-10-15,Mohammed Bin Zayed City,office,14185000,1388,10220,individual
TXN-01262,2023-10-15,Corniche,retail,7805000,508,15364,individual
TXN-02553,2023-10-15,Al Raha Beach,apartment,1312000,98,13388,individual
TXN-02914,2023-10-16,Al Maqta,villa,4009000,375,10691,corporate
TXN-03714,2023-10-16,Al Ghadeer,apartment,1445000,238,6070,corporate
TXN-00236,2023-10-17,Al Maqta,villa,4029000,363,11099,developer
TXN-00237,2023-10-17,Al Bateen,office,11459000,583,19656,individual
TXN-01918,2023-10-17,Mussafah,land,50112000,20404,2456,individual
TXN-02149,2023-10-17,Zayed City,warehouse,9682000,4397,2202,individual
TXN-00623,2023-10-18,Mohammed Bin Zayed City,retail,3378000,269,12556,developer
TXN-00756,2023-10-18,Al Maqta,retail,8519000,874,9747,developer
TXN-02338,2023-10-18,Saadiyat Island,townhouse,4631000,265,17475,corporate
TXN-04862,2023-10-18,Al Reef,hotel,53540000,11423,4687,developer
TXN-00367,2023-10-19,Al Shamkha,land,7540000,3187,2366,individual
TXN-01125,2023-10-19,Al Ghadeer,townhouse,1780000,211,8435,corporate
TXN-01318,2023-10-19,Al Maryah Island,apartment,5878000,257,22872,corporate
TXN-01974,2023-10-19,Mohammed Bin Zayed City,retail,8379000,769,10896,individual
TXN-02196,2023-10-19,Al Maqta,warehouse,4310000,2084,2068,individual
TXN-04164,2023-10-19,Al Maqta,apartment,1897000,230,8249,individual
TXN-00465,2023-10-20,Al Ghadeer,apartment,1633000,151,10817,fund
TXN-01002,2023-10-20,Al Raha Beach,retail,2291000,151,15173,corporate
TXN-01789,2023-10-20,Al Ghadeer,apartment,1129000,178,6340,fund
TXN-02394,2023-10-20,Al Khalidiyah,hotel,79566000,8640,9209,individual
TXN-03066,2023-10-20,Al Maqta,land,22881000,7574,3021,corporate
TXN-03490,2023-10-20,Al Bahia,apartment,1749000,228,7670,corporate
TXN-04076,2023-10-20,Mussafah,villa,3640000,653,5574,individual
TXN-04243,2023-10-20,Masdar City,apartment,2089000,139,15032,fund
TXN-04452,2023-10-20,Al Reef,apartment,1140000,162,7037,corporate
TXN-00668,2023-10-21,Danet Abu Dhabi,land,83314000,17090,4875,corporate
TXN-01242,2023-10-21,Al Ghadeer,land,36398000,19868,1832,fund
TXN-01853,2023-10-21,Al Khalidiyah,apartment,2401000,199,12066,fund
TXN-02030,2023-10-21,Al Shamkha,office,10831000,1338,8095,individual
TXN-03827,2023-10-21,Al Ghadeer,office,2507000,339,7395,fund
TXN-04432,2023-10-21,Al Maqta,townhouse,2639000,311,8486,developer
